Price,Close,High,Low,Open,Volume,Ticker,Close,High,Low,Open,Volume,Close,High,Low,Open,Volume,Close,High,Low,Open,Volume,Close,High,Low,Open,Volume
Ticker,AAPL,AAPL,AAPL,AAPL,AAPL,,MSFT,MSFT,MSFT,MSFT,MSFT,NVDA,NVDA,NVDA,NVDA,NVDA,AMZN,AMZN,AMZN,AMZN,AMZN,GOOGL,GOOGL,GOOGL,GOOGL,GOOGL
Date,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-02-04,76.78926849365234,76.97952779146334,75.53212542449515,75.93672133535755,136616400.0,AAPL,,,,,,,,,,,,,,,,,,,,
2020-02-05,77.4154281616211,78.21258127557842,76.81334832632962,77.91394467954083,118826800.0,AAPL,,,,,,,,,,,,,,,,,,,,
2020-02-06,78.3209457397461,78.32335641079244,77.12883215929374,77.68515330009288,105425600.0,AAPL,,,,,,,,,,,,,,,,,,,,
2020-02-07,77.25637817382812,78.0699069624119,76.76632925971391,77.82126159942887,117684000.0,AAPL,,,,,,,,,,,,,,,,,,,,
2020-02-10,77.62328338623047,77.62328338623047,75.76448107418051,75.84414097834794,109348800.0,AAPL,,,,,,,,,,,,,,,,,,,,
2020-02-11,77.15499114990234,78.1906145236601,76.93772941121844,78.11819639978289,94323200.0,AAPL,,,,,,,,,,,,,,,,,,,,
2020-02-12,78.98722076416016,78.99204618157108,77.60397618630914,77.60397618630914,113730400.0,AAPL,,,,,,,,,,,,,,,,,,,,
2020-02-13,78.42473602294922,78.75063214721084,78.05780543857192,78.26058344838953,94747600.0,AAPL,,,,,,,,,,,,,,,,,,,,
2020-02-14,78.44405364990234,78.69269890753361,77.93710493391231,78.39335362136931,80113600.0,AAPL,,,,,,,,,,,,,,,,,,,,
2020-02-18,77.00772094726562,77.18877358272158,75.94795598487916,76.12900862033511,152531200.0,AAPL,,,,,,,,,,,,,,,,,,,,
2020-02-19,78.12299346923828,78.3523297233802,77.24911404532844,77.24911404532844,93984000.0,AAPL,,,,,,,,,,,,,,,,,,,,
2020-02-20,77.32154083251953,78.37164756799683,76.81700838375629,77.88401513292217,100566000.0,AAPL,,,,,,,,,,,,,,,,,,,,
2020-02-21,75.57137298583984,77.35776502195542,74.95579692410486,76.91599243144344,129554000.0,AAPL,,,,,,,,,,,,,,,,,,,,
2020-02-24,71.98170471191406,73.43012593023869,69.82114748147725,71.75961758398634,222195200.0,AAPL,,,,,,,,,,,,,,,,,,,,
2020-02-25,69.54352569580078,73.03180965186876,69.07279323243056,72.6503953158895,230673600.0,AAPL,,,,,,,,,,,,,,,,,,,,
2020-02-26,70.64674377441406,71.90928692764982,69.16211349223191,69.16935530367469,198054800.0,AAPL,,,,,,,,,,,,,,,,,,,,
2020-02-27,66.02869415283203,69.04141300899963,65.89350875868202,67.85853712666133,320605600.0,AAPL,,,,,,,,,,,,,,,,,,,,
2020-02-28,65.99004364013672,67.20913548442363,61.88860137685158,62.103453983809466,426510000.0,AAPL,,,,,,,,,,,,,,,,,,,,
2020-03-02,72.13375854492188,72.76865074645058,67.04256107502337,68.14336012975559,341397200.0,AAPL,,,,,,,,,,,,,,,,,,,,
2020-03-03,69.84286499023438,73.3866667341741,68.99311992366323,73.30700681770827,319475600.0,AAPL,,,,,,,,,,,,,,,,,,,,
2020-03-04,73.08250427246094,73.2418314905751,70.76261982320094,71.56166493954149,219178400.0,AAPL,,,,,,,,,,,,,,,,,,,,
2020-03-05,70.71192169189453,72.31242082695749,70.34740002247567,71.33956494467967,187572800.0,AAPL,,,,,,,,,,,,,,,,,,,,
2020-03-06,69.77284240722656,70.20495666747604,67.88989834828591,68.07577636210152,226176800.0,AAPL,,,,,,,,,,,,,,,,,,,,
2020-03-09,64.25437927246094,67.1319051551366,63.48912685930832,63.670179502443226,286744800.0,AAPL,,,,,,,,,,,,,,,,,,,,
2020-03-10,68.8820571899414,69.14760244929552,65.02684393022976,66.90255338767554,285290000.0,AAPL,,,,,,,,,,,,,,,,,,,,
2020-03-11,66.4897689819336,67.88749740945617,65.62795665733853,66.96292517997638,255598800.0,AAPL,,,,,,,,,,,,,,,,,,,,
2020-03-12,59.92357635498047,65.1789304045408,59.86805459380043,61.7847985439497,418474000.0,AAPL,,,,,,,,,,,,,,,,,,,,
2020-03-13,67.10294342041016,67.5736832780311,61.06302571813862,63.94538830639056,370732000.0,AAPL,,,,,,,,,,,,,,,,,,,,
2020-03-16,58.47034454345703,62.5428168089279,57.93684117686896,58.40757727472599,322423600.0,AAPL,,,,,,,,,,,,,,,,,,,,
2020-03-17,61.04129409790039,62.187957132183904,57.55059758461941,59.74978379495811,324056000.0,AAPL,,,,,,,,,,,,,,,,,,,,
2020-03-18,59.5470085144043,60.350882714180244,57.2416040580175,57.88132562490314,300233600.0,AAPL,,,,,,,,,,,,,,,,,,,,
2020-03-19,59.090755462646484,61.03646731467495,58.56691024737155,59.72081881991735,271857200.0,AAPL,,,,,,,,,,,,,,,,,,,,
2020-03-20,55.33934783935547,60.792652825729554,55.04000612907548,59.670124174823826,401693200.0,AAPL,,,,,,,,,,,,,,,,,,,,
2020-03-23,54.1637077331543,55.16070547027294,51.32480360482342,55.05931643178171,336752800.0,AAPL,,,,,,,,,,,,,,,,,,,,
2020-03-24,59.59770965576172,59.79324594207158,56.560852552036245,57.05814327611463,287531200.0,AAPL,,,,,,,,,,,,,,,,,,,,
2020-03-25,59.269386291503906,62.34245170831376,58.97487373705756,60.53192552123785,303602000.0,AAPL,,,,,,,,,,,,,,,,,,,,
2020-03-26,62.388328552246094,62.44626304168301,59.47217348326275,59.510798931904375,252087200.0,AAPL,,,,,,,,,,,,,,,,,,,,
2020-03-27,59.80530548095703,61.767913466106,59.638736473627105,61.01473571142301,204216800.0,AAPL,,,,,,,,,,,,,,,,,,,,
2020-03-30,61.512027740478516,61.68342585318123,60.206033868463194,60.529517371062305,167976400.0,AAPL,,,,,,,,,,,,,,,,,,,,
2020-03-31,61.38648986816406,63.365997685508034,60.833677514674484,61.702731524008335,197002000.0,AAPL,,,,,,,,,,,,,,,,,,,,
2020-04-01,58.156517028808594,60.041877740721404,57.726819101176545,59.50596168562525,176218400.0,AAPL,,,,,,,,,,,,,,,,,,,,
2020-04-02,59.126949310302734,59.18005836764035,57.18847976805371,58.018908282578614,165934000.0,AAPL,,,,,,,,,,,,,,,,,,,,
2020-04-03,58.277217864990234,59.31283722451452,57.68819275537644,58.6127685713981,129880000.0,AAPL,,,,,,,,,,,,,,,,,,,,
2020-04-06,63.361175537109375,63.51566994282337,60.201204676104986,60.568135335844495,201820400.0,AAPL,,,,,,,,,,,,,,,,,,,,
2020-04-07,62.62730407714844,65.58932954032026,62.52350234713508,65.37206051111131,202887200.0,AAPL,,,,,,,,,,,,,,,,,,,,
2020-04-08,64.23023223876953,64.54405384793799,63.06184016051964,63.42635444288139,168895200.0,AAPL,,,,,,,,,,,,,,,,,,,,
2020-04-09,64.69375610351562,65.19587977680585,63.89954346930209,64.86515798418657,161834800.0,AAPL,,,,,,,,,,,,,,,,,,,,
2020-04-13,65.96350860595703,66.07214313145124,64.17229133387406,64.77097468626023,131022800.0,AAPL,,,,,,,,,,,,,,,,,,,,
2020-04-14,69.29487609863281,69.58456326372355,67.12224446160415,67.59298426311395,194994800.0,AAPL,,,,,,,,,,,,,,,,,,,,
2020-04-15,68.66239929199219,69.12106449233013,67.7450688913163,68.17235045630129,131154400.0,AAPL,,,,,,,,,,,,,,,,,,,,
2020-04-16,69.20796966552734,69.57249130619873,68.16027936470277,69.37453866907585,157125200.0,AAPL,,,,,,,,,,,,,,,,,,,,
2020-04-17,68.26892852783203,69.27075926454268,66.83499069320814,68.7251848238726,215250000.0,AAPL,,,,,,,,,,,,,,,,,,,,
2020-04-20,66.85186004638672,67.9985265094596,66.83255101061553,67.09809629652644,130015200.0,AAPL,,,,,,,,,,,,,,,,,,,,
2020-04-21,64.78545379638672,66.92911797835283,64.07572694243713,66.69495629705587,180991600.0,AAPL,,,,,,,,,,,,,,,,,,,,
2020-04-22,66.65150451660156,67.08602784822331,65.71003238672124,66.05040482183006,116862400.0,AAPL,,,,,,,,,,,,,,,,,,,,
2020-04-23,66.3931884765625,68.01541990436723,66.35456304172806,66.59596648415703,124814400.0,AAPL,,,,,,,,,,,,,,,,,,,,
2020-04-24,68.30996704101562,68.31962524638433,66.86878746416366,66.91707112395504,126161200.0,AAPL,,,,,,,,,,,,,,,,,,,,
2020-04-27,68.35823822021484,68.68895986495261,67.58091858862758,68.02750920842628,117087600.0,AAPL,,,,,,,,,,,,,,,,,,,,
2020-04-28,67.25019073486328,69.00036629064134,67.1584635837108,68.81931364694016,112004800.0,AAPL,,,,,,,,,,,,,,,,,,,,
2020-04-29,69.45903778076172,69.92736120107678,68.53204914375017,68.73482721743544,137280800.0,AAPL,,,,,,,,,,,,,,,,,,,,
2020-04-30,70.92434692382812,71.10057413486881,69.60870223992275,69.99735834734561,183064000.0,AAPL,,,,,,,,,,,,,,,,,,,,
2020-05-01,69.78250885009766,72.17964374552773,69.0051893150792,69.10174923798432,240616800.0,AAPL,,,,,,,,,,,,,,,,,,,,
2020-05-04,70.7698745727539,70.89781817578982,69.11867496549594,69.80667664361658,133568000.0,AAPL,,,,,,,,,,,,,,,,,,,,
2020-05-05,71.83202362060547,72.66245223551824,71.08367131021836,71.2285148811078,147751200.0,AAPL,,,,,,,,,,,,,,,,,,,,
2020-05-06,72.57312774658203,73.2031872790944,72.14825527383692,72.53208591439893,142333600.0,AAPL,,,,,,,,,,,,,,,,,,,,
2020-05-07,73.32388305664062,73.6690955962119,72.8966015934725,73.1983559121912,115215200.0,AAPL,,,,,,,,,,,,,,,,,,,,
2020-05-08,75.06912231445312,75.12237513838589,73.65551062741005,73.98228898395239,133838400.0,AAPL,,,,,,,,,,,,,,,,,,,,
2020-05-11,76.2503662109375,76.74415709638575,74.36957888241814,74.57775171164975,145946400.0,AAPL,,,,,,,,,,,,,,,,,,,,
2020-05-12,75.37897491455078,77.3832066763356,75.25794640867731,76.93297679324957,162301200.0,AAPL,,,,,,,,,,,,,,,,,,,,
2020-05-13,74.46882629394531,76.4779036027934,73.39409274246334,75.55808267285332,200622400.0,AAPL,,,,,,,,,,,,,,,,,,,,
2020-05-14,74.92631530761719,74.98682954910396,72.98743664654351,73.70876906438306,158929200.0,AAPL,,,,,,,,,,,,,,,,,,,,
2020-05-15,74.48336029052734,74.52935171327063,72.6679327201148,72.70182424718615,166348400.0,AAPL,,,,,,,,,,,,,,,,,,,,
2020-05-18,76.2382583618164,76.611028150083,75.11511790410643,75.80498172029709,135178400.0,AAPL,,,,,,,,,,,,,,,,,,,,
2020-05-19,75.79773712158203,77.0999976554672,75.76626852775506,76.25522103808397,101729600.0,AAPL,,,,,,,,,,,,,,,,,,,,
2020-05-20,77.27184295654297,77.3420341535439,76.61586330214624,76.65459330065981,111504800.0,AAPL,,,,,,,,,,,,,,,,,,,,
2020-05-21,76.69575500488281,77.67366726497515,76.4585365069764,77.13387754437865,102688800.0,AAPL,,,,,,,,,,,,,,,,,,,,
2020-05-22,77.18958282470703,77.27188134230921,76.33269872603223,76.43435855901323,81803200.0,AAPL,,,,,,,,,,,,,,,,,,,,
2020-05-26,76.66671752929688,78.4845606060167,76.61104175906425,78.30544078691085,125522000.0,AAPL,,,,,,,,,,,,,,,,,,,,
2020-05-27,77.000732421875,77.14596806852482,75.78560919845494,76.52388732434491,112945200.0,AAPL,,,,,,,,,,,,,,,,,,,,
2020-05-28,77.03463745117188,78.29091382648822,76.4004493161322,76.67639044487011,133560800.0,AAPL,,,,,,,,,,,,,,,,,,,,
2020-05-29,76.95960235595703,77.73660324937043,76.60377827424547,77.27669643163954,153532400.0,AAPL,,,,,,,,,,,,,,,,,,,,
2020-06-01,77.90604400634766,78.02707250180976,76.78289602270274,76.91360886615988,80791200.0,AAPL,,,,,,,,,,,,,,,,,,,,
2020-06-02,78.26670837402344,78.29091555107586,77.1992361328535,77.6397816394303,87642800.0,AAPL,,,,,,,,,,,,,,,,,,,,
2020-06-03,78.69755554199219,78.95898118849432,78.01495316022684,78.58621141173712,104491200.0,AAPL,,,,,,,,,,,,,,,,,,,,
2020-06-04,78.01980590820312,78.81859097042819,77.6470360985682,78.5208656190316,87560400.0,AAPL,,,,,,,,,,,,,,,,,,,,
2020-06-05,80.24189758300781,80.3024118345787,78.24008880036028,78.26913445919533,137250400.0,AAPL,,,,,,,,,,,,,,,,,,,,
2020-06-08,80.71631622314453,80.75020774515244,79.23009024878114,79.93931540745123,95654400.0,AAPL,,,,,,,,,,,,,,,,,,,,
2020-06-09,83.2651596069336,83.65729064511632,80.36532236126617,80.39679094356325,147712400.0,AAPL,,,,,,,,,,,,,,,,,,,,
2020-06-10,85.40738677978516,85.87455499385788,83.77350211039672,84.21162466782144,166651600.0,AAPL,,,,,,,,,,,,,,,,,,,,
2020-06-11,81.30692291259766,84.9765069301838,81.20526313670851,84.55290729433239,201662400.0,AAPL,,,,,,,,,,,,,,,,,,,,
2020-06-12,82.00889587402344,84.18740853476542,80.90027823694467,83.44187634114364,200146000.0,AAPL,,,,,,,,,,,,,,,,,,,,
2020-06-15,83.02313232421875,83.67426627857331,80.50331793854433,80.66549938713932,138808800.0,AAPL,,,,,,,,,,,,,,,,,,,,
2020-06-16,85.22344207763672,85.49455217605274,83.44190575287207,85.07336789002822,165428800.0,AAPL,,,,,,,,,,,,,,,,,,,,
2020-06-17,85.10479736328125,86.02703369979835,84.9837688951085,85.96651946571197,114406400.0,AAPL,,,,,,,,,,,,,,,,,,,,
2020-06-18,85.13871002197266,85.55504835135272,84.53114459703605,85.06125001022909,96820400.0,AAPL,,,,,,,,,,,,,,,,,,,,
2020-06-19,84.65216827392578,86.30783714893171,83.54596609025744,85.8430918789263,264476000.0,AAPL,,,,,,,,,,,,,,,,,,,,
2020-06-22,86.86698913574219,87.00980187063504,84.99830891368086,85.0443003318489,135445200.0,AAPL,,,,,,,,,,,,,,,,,,,,
2020-06-23,88.72113800048828,90.1371727058119,87.6899729783668,88.1087341820106,212155600.0,AAPL,,,,,,,,,,,,,,,,,,,,
2020-06-24,87.15503692626953,89.26819705246864,86.78226710315806,88.35079901624333,192623200.0,AAPL,,,,,,,,,,,,,,,,,,,,
2020-06-25,88.31204986572266,88.35077986114183,86.55229863575047,87.30993801209478,137522400.0,AAPL,,,,,,,,,,,,,,,,,,,,
2020-06-26,85.59862518310547,88.4282723384794,85.45096655963653,88.2079995637923,205256800.0,AAPL,,,,,,,,,,,,,,,,,,,,
2020-06-29,87.57137298583984,87.6657787527797,85.02977472321102,85.50662726415537,130646000.0,AAPL,,,,,,,,,,,,,,,,,,,,
2020-06-30,88.30238342285156,88.58801627360432,87.14051287267962,87.15987418081895,140223200.0,AAPL,,,,,,,,,,,,,,,,,,,,
2020-07-01,88.13536834716797,88.9220535759505,88.08696138066959,88.37984827441205,110737200.0,AAPL,,,,,,,,,,,,,,,,,,,,
2020-07-02,88.13536834716797,89.67485466688348,88.02160865174983,89.04066652590694,114041600.0,AAPL,,,,,,,,,,,,,,,,,,,,
2020-07-06,90.49300384521484,90.9601720457748,89.52961440129422,89.56108299075036,118655600.0,AAPL,,,,,,,,,,,,,,,,,,,,
2020-07-07,90.21221923828125,91.6476154008952,90.10087509241899,90.87061453958542,112424400.0,AAPL,,,,,,,,,,,,,,,,,,,,
2020-07-08,92.31327819824219,92.34474679060094,91.10057024745561,91.1877146099101,117092000.0,AAPL,,,,,,,,,,,,,,,,,,,,
2020-07-09,92.71024322509766,93.2572869587544,91.66455533300416,93.20403412942578,125642800.0,AAPL,,,,,,,,,,,,,,,,,,,,
2020-07-10,92.8724365234375,92.93053523193312,91.6960429410668,92.30602397781523,90257200.0,AAPL,,,,,,,,,,,,,,,,,,,,
2020-07-13,92.44396209716797,96.77920255650146,92.2309508189821,94.17466765194148,191649200.0,AAPL,,,,,,,,,,,,,,,,,,,,
2020-07-14,93.97378540039062,94.16500509879575,90.89482027358295,91.82673375082925,170989200.0,AAPL,,,,,,,,,,,,,,,,,,,,
2020-07-15,94.62006378173828,96.09418977539168,93.42430181349536,95.84487140313816,153198000.0,AAPL,,,,,,,,,,,,,,,,,,,,
2020-07-16,93.45579528808594,94.31025628529977,92.85791414474407,93.49452529827339,110577600.0,AAPL,,,,,,,,,,,,,,,,,,,,
2020-07-17,93.26698303222656,94.06092970486094,92.79496892260524,93.90601706451432,92186800.0,AAPL,,,,,,,,,,,,,,,,,,,,
2020-07-20,95.23248291015625,95.37045717183655,93.01040144233045,93.35412562962276,90318000.0,AAPL,,,,,,,,,,,,,,,,,,,,
2020-07-21,93.9181137084961,96.09662665534265,93.66879530005893,96.02158957813295,103433200.0,AAPL,,,,,,,,,,,,,,,,,,,,
2020-07-22,94.18195343017578,94.86213298167614,93.53324246932021,93.62037944003524,89001600.0,AAPL,,,,,,,,,,,,,,,,,,,,
2020-07-23,89.89512634277344,93.99314942038049,89.08665688068213,93.91568941051719,197004400.0,AAPL,,,,,,,,,,,,,,,,,,,,
2020-07-24,89.67243194580078,90.01615612762265,86.31267968652797,88.09664593771886,185438800.0,AAPL,,,,,,,,,,,,,,,,,,,,
2020-07-27,91.79768371582031,91.88966654711753,90.50994623863684,90.7326345162056,121214000.0,AAPL,,,,,,,,,,,,,,,,,,,,
2020-07-28,90.28966522216797,91.54594138277622,90.28481935549645,91.36923715007886,103625600.0,AAPL,,,,,,,,,,,,,,,,,,,,
2020-07-29,92.0203857421875,92.20435141750036,90.73506372270917,90.77137079362801,90329200.0,AAPL,,,,,,,,,,,,,,,,,,,,
2020-07-30,93.13384246826172,93.23792519284922,90.78830982976133,91.19496376791191,158130000.0,AAPL,,,,,,,,,,,,,,,,,,,,
2020-07-31,102.88391876220703,103.03399293401982,97.62159407755033,99.61614896320704,374336800.0,AAPL,,,,,,,,,,,,,,,,,,,,
2020-08-03,105.47632598876953,108.09053834247213,104.4645296144692,104.7622549635953,308151200.0,AAPL,,,,,,,,,,,,,,,,,,,,
2020-08-04,106.18071746826172,107.26997389606046,104.94380243901392,105.6651349105181,173071600.0,AAPL,,,,,,,,,,,,,,,,,,,,
2020-08-05,106.5655746459961,106.88509160009556,105.43758834706337,105.9023409518437,121776800.0,AAPL,,,,,,,,,,,,,,,,,,,,
2020-08-06,110.2835922241211,110.7773905993439,106.30902020460445,106.89721697372634,202428800.0,AAPL,,,,,,,,,,,,,,,,,,,,
2020-08-07,107.77621459960938,110.26177241107233,106.98083639595373,109.80588355038324,198045600.0,AAPL,,,,,,,,,,,,,,,,,,,,
2020-08-10,109.34268951416016,110.35873735584337,106.69708588297902,109.21901552378732,212403600.0,AAPL,,,,,,,,,,,,,,,,,,,,
2020-08-11,106.09086608886719,109.10505737675727,105.83139636601508,108.60794885006547,187902400.0,AAPL,,,,,,,,,,,,,,,,,,,,
2020-08-12,109.61674499511719,109.87378746896775,106.98568949170516,107.17968129827851,165598000.0,AAPL,,,,,,,,,,,,,,,,,,,,
2020-08-13,111.5566635131836,112.55816241863091,110.5066629686095,110.9940770606822,210082000.0,AAPL,,,,,,,,,,,,,,,,,,,,
2020-08-14,111.45724487304688,111.54696624880587,109.65066604650143,111.3820725095563,165565200.0,AAPL,,,,,,,,,,,,,,,,,,,,
2020-08-17,111.16625213623047,112.60181637912858,110.54062239475888,112.57756555807367,119561600.0,AAPL,,,,,,,,,,,,,,,,,,,,
2020-08-18,112.09258270263672,112.51694618501556,110.58427334354063,110.91891544512356,105633600.0,AAPL,,,,,,,,,,,,,,,,,,,,
2020-08-19,112.23321533203125,113.64452867430332,112.13864675565405,112.49995954797271,145538000.0,AAPL,,,,,,,,,,,,,,,,,,,,
2020-08-20,114.72362518310547,114.8375973733061,112.2574641314498,112.27444044495672,126907200.0,AAPL,,,,,,,,,,,,,,,,,,,,
2020-08-21,120.6356430053711,121.11820259811186,115.66937453320799,115.68149624546582,338054800.0,AAPL,,,,,,,,,,,,,,,,,,,,
2020-08-24,122.07846069335938,124.91806397068724,120.2161130032418,124.83318239328597,345937600.0,AAPL,,,,,,,,,,,,,,,,,,,,
2020-08-25,121.07695770263672,121.42130160395935,119.35768029886763,120.95329109467639,211495600.0,AAPL,,,,,,,,,,,,,,,,,,,,
2020-08-26,122.72349548339844,123.17938430241111,121.32673099966804,122.39128067814039,163022400.0,AAPL,,,,,,,,,,,,,,,,,,,,
2020-08-27,121.25641632080078,123.65709978806709,120.11426694187719,123.32488497435537,155552400.0,AAPL,,,,,,,,,,,,,,,,,,,,
2020-08-28,121.0599594116211,122.6458606137121,120.83686227048644,122.22877175009417,187630000.0,AAPL,,,,,,,,,,,,,,,,,,,,
2020-08-31,125.16542053222656,127.06657581238215,122.21670650656604,123.74926698327913,225702700.0,AAPL,,,,,,,,,,,,,,,,,,,,
2020-09-01,130.1510467529297,130.75244043183687,126.61064913629612,128.77368605712132,151948100.0,AAPL,,,,,,,,,,,,,,,,,,,,
2020-09-02,127.45450592041016,133.83693302305636,123.18662864355862,133.45864396806553,200119000.0,AAPL,,,,,,,,,,,,,,,,,,,,
2020-09-03,117.25041198730469,124.97140134269283,116.8818246649217,123.09935930505591,257599600.0,AAPL,,,,,,,,,,,,,,,,,,,,
2020-09-04,117.32801818847656,119.98574406174012,107.56038329847304,116.46474218511382,332607200.0,AAPL,,,,,,,,,,,,,,,,,,,,
2020-09-08,109.43242645263672,115.41716207276087,109.29663073421304,110.52849400857393,231366600.0,AAPL,,,,,,,,,,,,,,,,,,,,
2020-09-09,113.79729461669922,115.56264615107492,111.79915150644727,113.73909857280785,176940500.0,AAPL,,,,,,,,,,,,,,,,,,,,
2020-09-10,110.08232116699219,116.88183937183103,109.12204920606632,116.74604363595516,182274400.0,AAPL,,,,,,,,,,,,,,,,,,,,
2020-09-11,108.63704681396484,111.77006490232608,106.69709954942977,111.12987875287997,180860300.0,AAPL,,,,,,,,,,,,,,,,,,,,
2020-09-14,111.8961410522461,112.44902563888213,109.413011315819,111.27535861813932,140150100.0,AAPL,,,,,,,,,,,,,,,,,,,,
2020-09-15,112.07075500488281,115.26196916143692,110.1987055878256,114.7769823425134,184642000.0,AAPL,,,,,,,,,,,,,,,,,,,,
2020-09-16,108.7631607055664,112.51696201625585,108.67586661477294,111.7700854383201,154679000.0,AAPL,,,,,,,,,,,,,,,,,,,,
2020-09-17,107.02690124511719,108.83105303274593,105.44584667867372,106.42552224944927,178011000.0,AAPL,,,,,,,,,,,,,,,,,,,,
2020-09-18,103.6319808959961,107.5506753180143,102.9045006607274,107.08509211161683,287104900.0,AAPL,,,,,,,,,,,,,,,,,,,,
2020-09-21,106.77469635009766,106.88139403880808,100.00427732246104,101.4010416835348,195713800.0,AAPL,,,,,,,,,,,,,,,,,,,,
2020-09-22,108.4527587890625,109.47123415071694,105.88233436259476,109.29663858587081,183055400.0,AAPL,,,,,,,,,,,,,,,,,,,,
2020-09-23,103.903564453125,108.74373016788621,103.56406780634413,108.26844522282775,150718700.0,AAPL,,,,,,,,,,,,,,,,,,,,
2020-09-24,104.9705581665039,106.93960365288808,101.84724157417912,102.01213533208141,167743300.0,AAPL,,,,,,,,,,,,,,,,,,,,
2020-09-25,108.90865325927734,109.06385261398287,104.43707360612179,105.17425574034796,149981400.0,AAPL,,,,,,,,,,,,,,,,,,,,
2020-09-28,111.50817108154297,111.85736219121794,109.39362820642745,111.55667272467461,137672400.0,AAPL,,,,,,,,,,,,,,,,,,,,
2020-09-29,110.66429901123047,111.84766814275456,110.1599159291002,111.11049343812664,99382200.0,AAPL,,,,,,,,,,,,,,,,,,,,
2020-09-30,112.33263397216797,113.73910005377913,110.20839693905525,110.37329066576835,142675200.0,AAPL,,,,,,,,,,,,,,,,,,,,
2020-10-01,113.28321838378906,114.18529413378772,112.35204460964711,114.10769446919807,116120400.0,AAPL,,,,,,,,,,,,,,,,,,,,
2020-10-02,109.62640380859375,111.90584749739754,108.85042943395283,109.50030991529614,144712000.0,AAPL,,,,,,,,,,,,,,,,,,,,
2020-10-05,113.00192260742188,113.14742012517607,110.1405034929378,110.4896945754234,106243800.0,AAPL,,,,,,,,,,,,,,,,,,,,
2020-10-06,109.76221466064453,112.63333559022071,108.87953514429641,112.22594105943094,161498200.0,AAPL,,,,,,,,,,,,,,,,,,,,
